text,actual,predicted
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 11 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 3979)	0.24413121785604402
  (0, 4377)	0.21961010022171693
  (0, 3369)	0.27489775050146165
  (0, 4488)	0.21601117737310263
  (0, 897)	0.3365548285137555
  (0, 1130)	0.32062998993535047
  (0, 1593)	0.29843212004609704
  (0, 4956)	0.32062998993535047
  (0, 868)	0.31368639707378215
  (0, 2947)	0.3013053403328824
  (0, 578)	0.4157157956856973",0,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 14 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 2586)	0.2251941730855676
  (0, 3884)	0.2647822737512497
  (0, 2988)	0.21428590226599586
  (0, 2126)	0.2889420063045003
  (0, 1679)	0.3087540456727273
  (0, 39)	0.28176446416159756
  (0, 4705)	0.3087540456727273
  (0, 4789)	0.22082897900427775
  (0, 4367)	0.22454124972912196
  (0, 3367)	0.27921320600762645
  (0, 4466)	0.25911679727118997
  (0, 1467)	0.24157570969855513
  (0, 2281)	0.3087540456727273
  (0, 3743)	0.2859178942014952",1,1
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 3 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 746)	0.5084473517199826
  (0, 1765)	0.6175153098604481
  (0, 1955)	0.600130096409846",0,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 3 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 1833)	0.38038241240373105
  (0, 3177)	0.5504422171496148
  (0, 1811)	0.7431840861545236",0,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 10 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 4840)	0.3281705358085801
  (0, 4204)	0.23798339019180112
  (0, 2925)	0.3889864707043918
  (0, 2985)	0.25287027532468587
  (0, 4811)	0.22555015259627417
  (0, 1016)	0.2630370897401022
  (0, 3400)	0.34033033883733554
  (0, 4844)	0.37733879470559445
  (0, 4306)	0.3452134852521401
  (0, 3119)	0.35067237850735306",0,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 10 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 764)	0.33020911152182525
  (0, 2762)	0.29056525428216495
  (0, 602)	0.24414024768216588
  (0, 910)	0.3334929554280422
  (0, 2314)	0.285966120506227
  (0, 4208)	0.2654309037998328
  (0, 4847)	0.2773926809525743
  (0, 4017)	0.2748467876110995
  (0, 4387)	0.4068132992773791
  (0, 3108)	0.4068132992773791",1,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 7 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 4597)	0.28132624094778513
  (0, 3034)	0.256274908921065
  (0, 4958)	0.28805287705519855
  (0, 3188)	0.24486478219483104
  (0, 2084)	0.7013506300437233
  (0, 3682)	0.3729660897966914
  (0, 3431)	0.2850422517305595",0,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 8 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 4945)	0.2679327685298324
  (0, 4835)	0.2823801354408057
  (0, 4632)	0.3509242042756989
  (0, 2703)	0.2961226478797369
  (0, 4927)	0.3805257463605614
  (0, 4339)	0.32390357181014745
  (0, 3342)	0.42964412187407264
  (0, 3658)	0.4509208710926518",0,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 10 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 3338)	0.25071052631598134
  (0, 4185)	0.3117271106473526
  (0, 3825)	0.1951950017723731
  (0, 3545)	0.34082891987483027
  (0, 536)	0.2642304870560567
  (0, 888)	0.33600779442854917
  (0, 1652)	0.3117271106473526
  (0, 2497)	0.3054490109811059
  (0, 4249)	0.39109962733507386
  (0, 4457)	0.39944236456805765",0,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 12 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 4503)	0.22928200174615246
  (0, 1663)	0.19077398329492307
  (0, 1109)	0.21841759196744784
  (0, 4974)	0.2057531793478087
  (0, 81)	0.2706132521583386
  (0, 4553)	0.30398112347790457
  (0, 1706)	0.26209578330844735
  (0, 386)	0.27711231039263007
  (0, 101)	0.34881663854038053
  (0, 3149)	0.3458664636473618
  (0, 3695)	0.3404823837445035
  (0, 4626)	0.39070197870983775",0,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 8 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 1465)	0.4060989065299135
  (0, 3338)	0.32372936054836593
  (0, 2987)	0.2798699005838134
  (0, 3825)	0.2520450737930563
  (0, 4296)	0.4282378130233299
  (0, 4789)	0.319744566547952
  (0, 2335)	0.38214184475546353
  (0, 4341)	0.3959450680397004",1,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 8 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 4602)	0.277012385416612
  (0, 4680)	0.3712993288657951
  (0, 4212)	0.410335735723151
  (0, 3402)	0.3237901086664605
  (0, 3400)	0.3948659713035639
  (0, 1095)	0.3589542338144031
  (0, 800)	0.33490054643595746
  (0, 132)	0.3394994005267392",0,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 10 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 141)	0.18586056975964652
  (0, 2452)	0.21209738505014397
  (0, 2586)	0.2501352898352526
  (0, 2584)	0.27803769162503067
  (0, 514)	0.3429497381924224
  (0, 2610)	0.306193229071365
  (0, 771)	0.3490022292117501
  (0, 2516)	0.3874071510050041
  (0, 2971)	0.3642532885347769
  (0, 4178)	0.4057854055655329",0,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 6 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 1868)	0.30052612188155453
  (0, 2452)	0.2851507641427966
  (0, 4606)	0.31851411818337044
  (0, 3105)	0.44747503257217214
  (0, 1428)	0.47860385377230896
  (0, 4637)	0.5455513675835759",0,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 8 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 760)	0.31462651824232246
  (0, 4945)	0.2561527761043219
  (0, 4937)	0.2778703496185638
  (0, 4216)	0.33899904737693104
  (0, 4003)	0.4180034200045903
  (0, 2150)	0.35583668257292494
  (0, 2156)	0.4640013744900011
  (0, 1248)	0.35583668257292494",0,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 7 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 4503)	0.276013626470456
  (0, 1130)	0.37996410803330005
  (0, 3880)	0.3484136198123493
  (0, 1190)	0.35945626879929454
  (0, 2186)	0.37996410803330005
  (0, 2768)	0.37652369360161936
  (0, 612)	0.4926459983824934",1,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 11 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 1860)	0.1919426267827653
  (0, 141)	0.18666954102695776
  (0, 4974)	0.20490604576987465
  (0, 4459)	0.21463503654669278
  (0, 3643)	0.30752595674396555
  (0, 980)	0.3575387859849487
  (0, 1220)	0.3114870312597812
  (0, 3771)	0.3143331854217591
  (0, 4363)	0.35389495065545706
  (0, 256)	0.3614998605007644
  (0, 1484)	0.4075516152259319",0,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 9 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 4945)	0.2648436721282604
  (0, 4458)	0.3097541513959679
  (0, 1833)	0.22563328199603552
  (0, 3825)	0.2394369058101166
  (0, 2513)	0.30175212524983414
  (0, 1596)	0.34515106393390943
  (0, 392)	0.39532081884992265
  (0, 1926)	0.48997793464601336
  (0, 1678)	0.34515106393390943",0,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 8 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 4503)	0.2412620659291098
  (0, 2621)	0.2757903789688342
  (0, 120)	0.2980144255271758
  (0, 1599)	0.3777757018823826
  (0, 302)	0.41988601522568003
  (0, 2436)	0.41988601522568003
  (0, 1635)	0.43061928811761563
  (0, 1316)	0.31010272619521273",1,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 10 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 2869)	0.27096773180766226
  (0, 4855)	0.23776958858626454
  (0, 2703)	0.23415329800268941
  (0, 1655)	0.3033211099667331
  (0, 4487)	0.316238376707088
  (0, 1137)	0.33701072231221013
  (0, 2825)	0.3526501065775188
  (0, 2687)	0.3275226930294002
  (0, 3277)	0.3526501065775188
  (0, 2616)	0.3919596927010595",0,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 2 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 3193)	0.7362024328571827
  (0, 1049)	0.6767613891580736",0,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 6 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 4420)	0.46388755997592535
  (0, 816)	0.3638199566581698
  (0, 590)	0.3628700607513965
  (0, 777)	0.4319599462392251
  (0, 4265)	0.4694553244026528
  (0, 1155)	0.3373292057947446",0,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 7 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 2565)	0.246923192844586
  (0, 2613)	0.3083002420695058
  (0, 3877)	0.2736285356210515
  (0, 4927)	0.4065852933337976
  (0, 3459)	0.42732031144341653
  (0, 4575)	0.42092775338891303
  (0, 3200)	0.4939766180384778",0,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 6 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 816)	0.38067121559232775
  (0, 2676)	0.40495551697485116
  (0, 4557)	0.34632280854048225
  (0, 4860)	0.44028940380902937
  (0, 2047)	0.4751628511066284
  (0, 1176)	0.389264014516411",1,1
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 7 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 2452)	0.2415503561302463
  (0, 3318)	0.27715148718738003
  (0, 4606)	0.539624706326764
  (0, 2823)	0.31014118536394925
  (0, 4339)	0.2944487441805534
  (0, 1222)	0.4332472163692711
  (0, 3484)	0.4506161189135891",0,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 11 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 1860)	0.1612957102412825
  (0, 3103)	0.16416945093797902
  (0, 4443)	0.22337147485958397
  (0, 2875)	0.22090255289311583
  (0, 3868)	0.24904702591460037
  (0, 2260)	0.24435687248656426
  (0, 1666)	0.18866032586618015
  (0, 3017)	0.31596268913650444
  (0, 3133)	0.3037802375060072
  (0, 1499)	0.22983949206694254
  (0, 1343)	0.6678853681863509",0,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 9 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 2360)	0.2821261101129759
  (0, 222)	0.2679152122238395
  (0, 2586)	0.2574125343152103
  (0, 1315)	0.2920578658380976
  (0, 3355)	0.34743326035525196
  (0, 3164)	0.3591558326784856
  (0, 2104)	0.35292725512259043
  (0, 3919)	0.38525913519147853
  (0, 3033)	0.41759101526036674",0,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 10 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 4377)	0.2071807053183081
  (0, 2875)	0.2529648949719072
  (0, 3918)	0.24140124013766806
  (0, 322)	0.356662520877071
  (0, 213)	0.3216819428158103
  (0, 4557)	0.4964252714066383
  (0, 1752)	0.28519432631471436
  (0, 1174)	0.2655675101250119
  (0, 2064)	0.2861571659539802
  (0, 1168)	0.35204694639983003",1,1
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 8 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 1978)	0.3274135114424901
  (0, 1972)	0.30604174051493155
  (0, 1511)	0.3752871595146107
  (0, 4606)	0.27550260490109707
  (0, 3429)	0.353217242319163
  (0, 4290)	0.4139741408701521
  (0, 2390)	0.4291376536594316
  (0, 1174)	0.31953180250891755",0,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 10 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 2112)	0.2540930831715812
  (0, 2611)	0.26453962324426356
  (0, 2232)	0.4116020571045458
  (0, 3103)	0.1973039956504538
  (0, 1109)	0.21968011659181555
  (0, 4377)	0.21743693636441752
  (0, 2513)	0.49433263026944235
  (0, 3728)	0.29640780972359765
  (0, 4174)	0.3145827375922425
  (0, 4545)	0.36109217656881226",0,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 5 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 43)	0.4278235306679048
  (0, 2313)	0.34412789611688893
  (0, 281)	0.3424995941273739
  (0, 3607)	0.4483819266703244
  (0, 534)	0.6165960538140055",1,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 8 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 141)	0.23691104196532756
  (0, 2033)	0.29960010418465
  (0, 300)	0.29635339734234023
  (0, 4446)	0.34562361249115314
  (0, 303)	0.34065818731292846
  (0, 641)	0.37017173981326296
  (0, 4893)	0.3871717721725904
  (0, 2456)	0.49381658480927426",0,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 8 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 2830)	0.27576783616353917
  (0, 637)	0.2980180221348697
  (0, 2017)	0.3608163929049014
  (0, 204)	0.3518229713007247
  (0, 3415)	0.30250078233048044
  (0, 1295)	0.5540160711395921
  (0, 4888)	0.2939843284291545
  (0, 1701)	0.31032591052517966",0,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 11 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 1860)	0.22138814074494978
  (0, 331)	0.26545696490424986
  (0, 2534)	0.27107808382568815
  (0, 3877)	0.23680151842229868
  (0, 1087)	0.38056148846622334
  (0, 3605)	0.2801200250370458
  (0, 4021)	0.32208669775827253
  (0, 336)	0.282646638027169
  (0, 3113)	0.3190419420008054
  (0, 1286)	0.35927160043929834
  (0, 4524)	0.33641421318736214",0,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 8 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 4743)	0.3616363181829777
  (0, 21)	0.33230251217648565
  (0, 1757)	0.3295244654886163
  (0, 3318)	0.29824495315881616
  (0, 2033)	0.28805285191978713
  (0, 3018)	0.3892130678266162
  (0, 1612)	0.4362799188476633
  (0, 3702)	0.36940000416369956",0,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 13 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 3103)	0.18083156962344693
  (0, 331)	0.2130318285356342
  (0, 1571)	0.24557659522263806
  (0, 1863)	0.24202606277206842
  (0, 4459)	0.19867073855569292
  (0, 3605)	0.22479907869290242
  (0, 2990)	0.25316668767822487
  (0, 2834)	0.2896156426621821
  (0, 242)	0.3678356684743334
  (0, 2397)	0.3536575208007481
  (0, 3502)	0.34306772262765056
  (0, 1049)	0.25663200747074977
  (0, 2013)	0.348030822376232",0,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 9 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 4240)	0.26073045736878014
  (0, 4488)	0.2401474888963236
  (0, 2422)	0.2848897975528995
  (0, 2823)	0.3101622963681024
  (0, 3640)	0.4621663825109467
  (0, 2132)	0.32236566021375057
  (0, 3796)	0.3581487769599264
  (0, 4524)	0.33075555775756593
  (0, 1955)	0.37656180887774376",0,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 5 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 2043)	0.3864146939256761
  (0, 1585)	0.385799052335692
  (0, 3664)	0.3935783386900041
  (0, 1358)	0.5761194602236902
  (0, 2297)	0.46370813493057067",0,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 2 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 457)	0.7548193504804743
  (0, 3521)	0.6559327314140032",0,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 8 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 2489)	0.3064885407147565
  (0, 3004)	0.3356440046592135
  (0, 2078)	0.3083965568822964
  (0, 4888)	0.4216662302380002
  (0, 4459)	0.2725517029700044
  (0, 336)	0.3111782171603326
  (0, 1230)	0.445105212021059
  (0, 2296)	0.38892424343519477",0,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 10 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 3792)	0.3703746442127479
  (0, 331)	0.23300367772822864
  (0, 4325)	0.2827101754594665
  (0, 3898)	0.27629873459430404
  (0, 2735)	0.3619717951640985
  (0, 4707)	0.26759757983067345
  (0, 3327)	0.2775116485966102
  (0, 4593)	0.3407928360511884
  (0, 3781)	0.3340361645675521
  (0, 3160)	0.3806589002867122",1,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 10 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 4888)	0.33425358926202015
  (0, 1846)	0.24477362993613802
  (0, 232)	0.2670602343051939
  (0, 1126)	0.30588676818938726
  (0, 4110)	0.3121738653749724
  (0, 575)	0.343936606378998
  (0, 3262)	0.2790828009616154
  (0, 1593)	0.2945012875494297
  (0, 1914)	0.41024014796116004
  (0, 2085)	0.338839808555828",0,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 7 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 2565)	0.2142028502617827
  (0, 1666)	0.2595687351547051
  (0, 2002)	0.30284401596549765
  (0, 2196)	0.44174616962296215
  (0, 2998)	0.4498596202765295
  (0, 818)	0.4498596202765295
  (0, 3580)	0.44174616962296215",0,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 8 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 1860)	0.2436463920809764
  (0, 2534)	0.29833213682589743
  (0, 1881)	0.33490253620448196
  (0, 3046)	0.3127149394782386
  (0, 2823)	0.3471856933830721
  (0, 4113)	0.37876847804824143
  (0, 1353)	0.39539258484960194
  (0, 4096)	0.4704734507140962",0,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 9 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 3004)	0.29966930503518807
  (0, 3103)	0.22148922943632451
  (0, 2586)	0.28482152861158655
  (0, 1345)	0.3037080381905808
  (0, 3049)	0.33948258012811794
  (0, 2488)	0.34723890825905096
  (0, 4045)	0.31977026486374127
  (0, 4369)	0.4411288667703779
  (0, 4429)	0.3938374947014214",0,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 3 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 484)	0.5748558243840808
  (0, 1881)	0.5470301834235943
  (0, 1966)	0.6085217823506792",0,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 9 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 2014)	0.30603395436728836
  (0, 4835)	0.2694761715514353
  (0, 4783)	0.350477329526795
  (0, 300)	0.2779562839517179
  (0, 610)	0.3031302491446605
  (0, 2388)	0.35771333320552934
  (0, 4319)	0.3255754876413454
  (0, 1375)	0.4006981303376516
  (0, 3657)	0.3837011740030474",0,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 12 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 141)	0.17454907423232277
  (0, 2078)	0.22709382616207274
  (0, 3536)	0.3085219076868879
  (0, 4974)	0.19160148140382705
  (0, 4108)	0.2982561729001558
  (0, 3716)	0.30481802602576025
  (0, 4946)	0.2586478967562536
  (0, 4026)	0.28999138125835466
  (0, 592)	0.34656975561119896
  (0, 2450)	0.35158351864832016
  (0, 2899)	0.3343237667617598
  (0, 4270)	0.31257905100893985",0,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 9 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 4503)	0.2854094805258072
  (0, 1663)	0.23747482600193548
  (0, 994)	0.3140157098056505
  (0, 632)	0.29639788888299184
  (0, 4145)	0.3449484911773892
  (0, 1942)	0.3256897744541571
  (0, 610)	0.31830324005025373
  (0, 4761)	0.41505987478715506
  (0, 2241)	0.42075481918561936",0,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 7 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 3927)	0.32147357081644223
  (0, 4822)	0.32358125807093613
  (0, 4824)	0.3547402032841027
  (0, 1200)	0.42206260334552625
  (0, 1056)	0.40027325858879936
  (0, 4478)	0.31031521066720347
  (0, 4010)	0.4811010789950275",1,1
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 10 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 2072)	0.2808952699574609
  (0, 2250)	0.2659582196301984
  (0, 3825)	0.198555914176415
  (0, 1352)	0.3441807642627168
  (0, 122)	0.24708534014868003
  (0, 336)	0.25055819591896544
  (0, 4521)	0.29822162020416926
  (0, 4378)	0.3844431495162266
  (0, 3869)	0.39783367060867914
  (0, 3264)	0.4167065500901975",0,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 13 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 3926)	0.2917212298874319
  (0, 3990)	0.286554295858424
  (0, 1663)	0.18307985838260304
  (0, 591)	0.2446376940922584
  (0, 4693)	0.26780308085197546
  (0, 2012)	0.24001571410479716
  (0, 4542)	0.2917212298874319
  (0, 1043)	0.3199880356822073
  (0, 64)	0.2641452767359609
  (0, 2512)	0.25713299616612645
  (0, 1670)	0.2746714893886429
  (0, 464)	0.3623244323858928
  (0, 4256)	0.28281857300752966",1,1
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 9 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 2014)	0.30752168379839834
  (0, 4974)	0.24509775437300427
  (0, 3191)	0.3204270683578153
  (0, 3839)	0.31675469067038026
  (0, 1670)	0.3409454819739962
  (0, 528)	0.364902133753445
  (0, 1880)	0.36210906180104585
  (0, 4695)	0.35569542630953943
  (0, 4591)	0.36784625424867334",0,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 16 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 141)	0.16909483423353006
  (0, 943)	0.24885914138750645
  (0, 1663)	0.17210133773765024
  (0, 2613)	0.20954192239061847
  (0, 4693)	0.2517440688017741
  (0, 4405)	0.2517440688017741
  (0, 2556)	0.22227344646084704
  (0, 300)	0.21152170950934596
  (0, 153)	0.24124785668115203
  (0, 3997)	0.26937085317513776
  (0, 3685)	0.2265857825845724
  (0, 3474)	0.27744289848065895
  (0, 665)	0.26846449483099066
  (0, 2335)	0.26670943657692353
  (0, 2417)	0.3049269198783119
  (0, 4280)	0.34610389690554205",1,1
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 8 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 1405)	0.2255460153790856
  (0, 3103)	0.19048556840171874
  (0, 3825)	0.189346043560425
  (0, 3400)	0.3259394241800463
  (0, 3087)	0.33061608608467
  (0, 2760)	0.32821619166098726
  (0, 4575)	0.30794194938690966
  (0, 3201)	0.6774176715231799",0,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 6 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 3224)	0.23583341554599568
  (0, 375)	0.448587171096222
  (0, 4606)	0.30161166924889565
  (0, 2608)	0.4932036835398375
  (0, 1304)	0.44032961280666244
  (0, 224)	0.46372676183391026",0,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 6 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 232)	0.3418796464626778
  (0, 1315)	0.36729916582140093
  (0, 3269)	0.40318864032479523
  (0, 2492)	0.4278978456792214
  (0, 4996)	0.46583025936164996
  (0, 4372)	0.43075997209657196",0,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 10 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 3103)	0.19087292509811493
  (0, 3877)	0.40117598358738643
  (0, 2985)	0.24267009499728054
  (0, 988)	0.22862876679926106
  (0, 1187)	0.31849302287916925
  (0, 438)	0.3801519259422274
  (0, 4237)	0.24997788344153962
  (0, 4899)	0.2715224433996279
  (0, 3554)	0.38826113240800486
  (0, 4907)	0.3981859990059724",0,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 7 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 2987)	0.2322997576800527
  (0, 3508)	0.32864535689035096
  (0, 729)	0.28218340557785154
  (0, 4800)	0.3680938132314742
  (0, 808)	0.27833496113087935
  (0, 3607)	0.6385510596816326
  (0, 3357)	0.37106699643748575",0,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 8 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 2360)	0.2218057765036683
  (0, 4503)	0.1839400418871768
  (0, 2033)	0.5704918838251114
  (0, 2965)	0.16949060822107204
  (0, 3879)	0.26259995954332993
  (0, 233)	0.5701675025769416
  (0, 1418)	0.302888313322218
  (0, 1631)	0.2774691922007045",0,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 11 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 4503)	0.2344845168221675
  (0, 3825)	0.1994211002026002
  (0, 1345)	0.2750936878935025
  (0, 4243)	0.28087252516092626
  (0, 3693)	0.3756865660482263
  (0, 4125)	0.2784746114394819
  (0, 1779)	0.3388269190755378
  (0, 511)	0.31452322573416325
  (0, 2947)	0.3033394606662859
  (0, 644)	0.34328258117864485
  (0, 1451)	0.32925297109612695",1,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 9 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 4919)	0.17967903863951898
  (0, 643)	0.15145735956000692
  (0, 1104)	0.4293837281080928
  (0, 1509)	0.21332264834995077
  (0, 1079)	0.7188907133947255
  (0, 4579)	0.22269564282823057
  (0, 29)	0.251564223329152
  (0, 2186)	0.20322881384728525
  (0, 47)	0.20956015047908721",0,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 9 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 2762)	0.3317253634391056
  (0, 2939)	0.3402332017762367
  (0, 3470)	0.3938385556239048
  (0, 2565)	0.22114563598910175
  (0, 988)	0.2793211485928434
  (0, 2039)	0.3600107911407354
  (0, 2003)	0.38689219180149415
  (0, 1500)	0.30396750498182445
  (0, 2048)	0.3470959024484339",0,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 10 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 1860)	0.1835844887934661
  (0, 2679)	0.4045065827396032
  (0, 2686)	0.21473050602487007
  (0, 2805)	0.2741261038772713
  (0, 2154)	0.3322538032127881
  (0, 3700)	0.3136423295624767
  (0, 445)	0.29792333447817515
  (0, 4882)	0.3352578434267061
  (0, 1140)	0.34575835603236194
  (0, 4357)	0.38980478798429297",0,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 4 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 3539)	0.82408841424384
  (0, 632)	0.28366910274841683
  (0, 281)	0.27081273335514155
  (0, 555)	0.4087426930327908",0,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 6 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 2534)	0.4204123468374087
  (0, 2586)	0.4493917933343994
  (0, 2556)	0.21946470280895208
  (0, 1844)	0.25099448266416446
  (0, 3355)	0.3032751616979791
  (0, 244)	0.6466542081364247",0,0
